Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,2058474113262592456,"Pas-BERSATU: Retak Sikit Atau Pecah Terus? 

HUBUNGAN politik pasang surut itu lumrah, namun sejauh manakah keutuhan kerjasama antara Pas dan Bersatu dalam mengharungi dinamika politik tanah air ketika ini? 

Adakah desas-desus ketegangan yang kedengaran sekadar gimik politik atau ia sebenarnya petanda retak yang menanti belah? 

Saksikan kupasannya hanya di SKOP MG.

#malaysiagazette #SkopMG #politikMalaysia #Pas #BERSATU",https://x.com/MalaysiaGazette/status/2058474113262592456,neutral,Sun May 24 09:04:07 +0000 2026,1,0,0,449,0.0,5,1.449,,
x,post,1958046448399913408,"Ehh koranggg...
Nak tahu tak camana rupa kambing PAS yg tak habis SPM?
(Refer to video😂)

Ohh.. and if you still dont get it..
PMX suruh MCMC siasat sumber berita i.e penafian Muhyiddin..
Bukannya PMX suruh siasat Muhyiddin.🤦

Rupa pon dah macam kambing.. otak pon mcm kambing. https://t.co/8nqH34q01i",https://x.com/tjerealjoker/status/1958046448399913408,neutral,Wed Aug 20 06:00:26 +0000 2025,128,27,12,6872,0.0,235,224.872,,
x,post,1964894777213886761,"Bersatu could have picked someone else. 

The fact they chose Muhyiddin who has a myriad of court cases against him, who barely helped the rakyat during COVID, forcing then to raise white flags and tried to declare an emergency to prevent being ousted, shows PN is unqualified.",https://x.com/PSMGombak/status/1964894777213886761,neutral,Mon Sep 08 03:33:15 +0000 2025,2,0,0,68,0.0,2,2.068,,
x,post,2057972123914924442,"Bersatu is a Trojan Horse in Opposition. The sooner PAS realises, the better for cause of the Opposition!",https://x.com/FreeMsian/status/2057972123914924442,neutral,Fri May 22 23:49:24 +0000 2026,6,1,2,4018,0.0,49,18.018,,
x,post,2058737001546109191,"PN takkan boleh survive tanpa Bersatu, vakum perlu diisi. Muafakat Nasional paling mungkin. Adakah Umno akan peluk PAS lagi?",https://x.com/bumilangit/status/2058737001546109191,neutral,Mon May 25 02:28:45 +0000 2026,25,4,4,3125,0.0,64,48.125,,
x,post,2058515246273400844,"Bersatu sangkal dakwaan Pas parti itu menolak penyatuan ummah dengan tidak menyokong permohonan parti-parti lain untuk menyertai PN

#malaysiagazette",https://x.com/MalaysiaGazette/status/2058515246273400844,neutral,Sun May 24 11:47:34 +0000 2026,0,0,1,297,0.0,3,3.297,,
x,post,2057674612318843005,"Abdul Hadi menegaskan Pas tidak akan bersendirian pada PRU akan datang memandangkan ia masih memegang peranan sebagai pengerusi PN.
#AWANInews #AWANIpagi 

https://t.co/RHzUqW0A4M",https://x.com/501Awani/status/2057674612318843005,neutral,Fri May 22 04:07:11 +0000 2026,1,1,0,1297,0.0,14,4.297,,
x,post,2058514967893344389,"Bersatu kesal terhadap tuduhan-tuduhan yang dilemparkan Presiden Pas terhadap parti itu. 

#malaysiagazette https://t.co/wucyD4LNXo",https://x.com/MalaysiaGazette/status/2058514967893344389,neutral,Sun May 24 11:46:28 +0000 2026,4,2,1,734,0.0,14,11.734,,
x,post,2058188780864184749,"GERAKAN boleh letakkan syarat untuk kekal bersama PN jika BERSATU keluar.. ni peluang keemasan..jika GERAKAN terus dibarisan belakang dan hanya hadir mesyuarat tanpa ada peranan jelas, baik keluar saja dari PN. https://t.co/WbL8b1TYTV",https://x.com/RajaMohdShahrim/status/2058188780864184749,neutral,Sat May 23 14:10:19 +0000 2026,8,1,1,382,0.0,13,13.382,,
x,post,2057800041453293821,"PAS memaklumkan Perikatan Nasional (PN) sedang mempertimbangkan kerjasama dengan parti baharu yang dijangka ditubuhkan bekas Timbalan Presiden Parti Pribumi Bersatu Malaysia (Bersatu), Hamzah Zainudin.

Presidennya, Abdul Hadi Awang berkata, perkara itu sedang diperhalusi peringkat gabungan berkenaan dan tidak akan menjejaskan kedudukan PN.

Sumber video: https://t.co/7tiqEwdg8U

#malaysiakini #malaysianpolitics #fyp #PAS #PerikatanNasional #PN #mempertimbangkan #kerjasama #parti #ditubuhkan #PartiPribumiBersatuMalaysia #Bersatu #HamzahZainudin #HadiAwang #diperhalusi #peringkat #gabungan #kedudukan",https://x.com/mkini_bm/status/2057800041453293821,neutral,Fri May 22 12:25:36 +0000 2026,4,1,1,1661,0.0,22,10.661,,
x,post,2048056959178572276,"#FMTNews Bersatu president Muhyiddin Yassin and PN secretary-general Takiyuddin Hassan say that Abdul Halim Aman must work to restore public trust in MACC as a credible agency.

Full Article: https://t.co/Hwus75zEJ6 https://t.co/G1h3d8m3ht",https://x.com/fmtoday/status/2048056959178572276,neutral,Sat Apr 25 15:10:04 +0000 2026,2,3,6,1001,0.0,21,27.001,,
x,post,2058858529776406699,"Lau rayu PN kekal perpaduan susulan perbalahan PAS-Bersatu  
#BeritaFMT https://t.co/3P5vusmrOT",https://x.com/fmtoday/status/2058858529776406699,neutral,Mon May 25 10:31:39 +0000 2026,1,0,1,670,0.0,8,4.67,,
x,post,2057679493482098759,Hubungan PAS-Bersatu: Kita akan ajar dia satu per satu... https://t.co/HvVITxeyf3,https://x.com/mkini_bm/status/2057679493482098759,neutral,Fri May 22 04:26:35 +0000 2026,4,2,0,892,0.0,14,8.892,,
x,post,2059328592195310064,"Harap Hadi Awang boleh bagi satu kerusi kat BERSAMA di pantai timur.

1000 kali lebih baik dari bagi kerusi pada BERSATU.

Kalau PAS bijak, ini la masa dia nak labi PKR di kerusi bandar.",https://x.com/ekstensialsial/status/2059328592195310064,neutral,Tue May 26 17:39:31 +0000 2026,0,0,0,110,0.0,1,0.11,,
x,post,2058699567508729864,"Pas-BERSATU: Retak Sikit Atau Pecah Terus?

HUBUNGAN politik pasang surut itu lumrah, namun sejauh manakah keutuhan kerjasama antara Pas dan Bersatu dalam mengharungi dinamika politik tanah air ketika ini?

Adakah desas-desus ketegangan yang kedengaran sekadar gimik politik atau ia sebenarnya petanda retak yang menanti belah?

Saksikan kupasannya hanya di SKOP MG.

#malaysiagazette #SkopMG #politikMalaysia #Pas #BERSATU",https://x.com/MalaysiaGazette/status/2058699567508729864,neutral,Mon May 25 00:00:00 +0000 2026,1,0,0,302,0.0,4,1.302,,
x,post,2028042607188750595,"Philip Golingai: ""Beyond the ongoing struggle between Team Hamzah and Team Muhyiddin within Bersatu, a broader conflict is at play: PAS versus Bersatu.""

https://t.co/OlYlUF5f4K",https://x.com/staronline/status/2028042607188750595,neutral,Sun Mar 01 09:40:11 +0000 2026,0,0,0,604,0.0,6,0.604,,
x,post,2057652315688259880,Afnan kepada Adun dipecat Bersatu: Borang PAS ada kalau nak https://t.co/mLu4eFc6iX,https://x.com/mkini_bm/status/2057652315688259880,neutral,Fri May 22 02:38:36 +0000 2026,3,1,0,922,0.0,13,5.922,,
x,post,2059590152046170364,"'TIDAK Pernah Presiden PAS Dititah Menghadap' - PAS Nafi Sengaja Tidak Datang Menghadap Raja Perlis https://t.co/6rVzhpUC4u

#fadhlishaari #rajaperlis #perikatannnasional #partiBersatu #isusemasa #politikmalaysia #PPBM https://t.co/BrtLzaxf8z",https://x.com/DramaOne3/status/2059590152046170364,neutral,Wed May 27 10:58:52 +0000 2026,0,0,1,7,0.0,1,3.007,,
x,post,2057731927902392579,"PAS akan menilai semula kerjasama dengan BERSATU susulan beberapa tindakan parti diterajui Tan Sri Muhyiddin Yassin itu yang dilihat melanggar semangat setia kawan parti komponen Perikatan Nasional (PN).  

Berita penuh: https://t.co/PzNk5xXdBt https://t.co/etMfQfTNyr",https://x.com/bharianmy/status/2057731927902392579,neutral,Fri May 22 07:54:57 +0000 2026,24,3,22,5397,0.0,102,101.397,,
x,post,2058745344310333792,"Pemuda Pas Terengganu Sokong Kaji Hubungan Dengan Bersatu #MGFlash 

Pemuda Pas Terengganu menyokong pendirian Presiden Tan Sri Abdul Hadi Awang, agar hubungan politik dengan Bersatu dikaji semula secara serius, matang dan menyeluruh. https://t.co/PBLS8s1iO6",https://x.com/MalaysiaGazette/status/2058745344310333792,neutral,Mon May 25 03:01:54 +0000 2026,2,0,0,221,0.0,4,2.221,,
x,post,2058531242610737413,"Bersatu jawab dakwaan Hadi, sedia bersemuka pertahan hubungan PN

https://t.co/J4VJTnJgTP",https://x.com/MalaysiaGazette/status/2058531242610737413,neutral,Sun May 24 12:51:08 +0000 2026,2,1,0,486,0.0,7,4.486,,
x,post,2057676249439559922,"Pas sedang kaji semula hubungan dengan Bersatu – Hadi

#malaysiagazette
#PAS

https://t.co/5U6DJOUQFy",https://x.com/MalaysiaGazette/status/2057676249439559922,neutral,Fri May 22 04:13:42 +0000 2026,2,0,0,273,0.0,4,2.273,,
x,post,2058745456877097037,"Pemuda Pas Terengganu Sokong Kaji Hubungan Dengan Bersatu #MGFlash

https://t.co/NEaSwN1D4i",https://x.com/MalaysiaGazette/status/2058745456877097037,neutral,Mon May 25 03:02:21 +0000 2026,1,0,2,190,0.0,4,7.19,,
x,post,2058874770234737042,"PN retak dari dalam: Kenyataan Bersatu dedah perebutan kuasa makin kritikal

Berita selanjutnya di ruangan komen

#themalaysiapress #bangsamalaysia #informasiberfaktamembukaminda https://t.co/ZwEG4DRY8q",https://x.com/TMPNews_/status/2058874770234737042,neutral,Mon May 25 11:36:11 +0000 2026,8,5,3,65,0.0,16,27.065,,
x,post,2058898985855967414,((LIVE)) PAS - BERSATU : Retak Sikit Atau Pecah Terus? https://t.co/k7cv1LokUN,https://x.com/MalaysiaGazette/status/2058898985855967414,neutral,Mon May 25 13:12:25 +0000 2026,1,0,0,162,0.0,2,1.162,,
x,post,2057729947440214497,"Setiap perkara yang berbangkit Abdul Hadi wajar diteliti secara menyeluruh dalam semangat setiakawan, persefahaman dan tanggungjawab bersama demi memperkukuhkan perpaduan PN.  - Ketua Penerangan, Datuk Tun Faisal Ismail

#malaysiagazette
#bersatu https://t.co/JWmKVlP8ik",https://x.com/MalaysiaGazette/status/2057729947440214497,neutral,Fri May 22 07:47:04 +0000 2026,1,1,0,166,0.0,3,3.166,,
x,post,2058581587613401519,"Beberapa bulan yang lepas, ada 2 golongan dalam Bersatu. Satu golongan yang mahukan ikatan Bersatu dan PAS ini kekal abadi. Mereka mahu setiap keputusan parti mestilah juga mengambil kira pandangan dari PAS, sebagai rakan kongsi terbesar. Mereka ini saya namakan golongan 'PN 1st' (meletakkan kepentingan PN nombor 1).

Satu lagi golongan yang rasa superiority complex. Mereka fikir ini parti kita, lantaklah apa pun kita nak buat. Ini bukan urusan PAS. Mereka ini tidak berpijak di bumi yang nyata dan duduk dalam mahligai yang dibina atas kaca yang nipis. Saya gelarkan kumpulan ini 'Bersatu 1st' (meletakkan kepentingan Bersatu nombor 1).

Akhirnya berlaku pertempuran dan golongan PN 1st ini ditendang semuanya keluar dari Bersatu oleh Bersatu 1st.

Adakah salah meletakkan kepentingan parti nombor 1? Sudah tentu tidak. Tapi jika kepentingan itu boleh menjejaskan kekuatan PN dan menjejaskan rakan kongsi lain, sudah tentu ia akan akhirnya menimbulkan masalah.

Pernah saya menasihatkan seorang rakan dahulu semasa krisis mula tercetus, saya beritahu dia apa pun hubungan dalam PN ini harus dijaga. Dia dengan angkuh berkata kalau Bersatu perlu bergerak solo pun, biar lah. Kalah pun kalah lah. Geleng kepala saya.

Saya bagi contoh, Ali dan Abu buka satu perkongsian restoran ayam gepuk. Tugas Ali jaga marketing, tugas Abu masak di dapur. Ali beli ayam dari supplier menggunakan modal perniagaan bersama dengan Abu. 

Bila ayam sampai, rupanya banyak ayam bersaiz kecil sebab telah disembelih terlalu awal. Apabila saiz ayam kecil2, ia menimbulkan perasaan tidak puas hati di kalangan pelanggan restoran. 

Abu pun nasihat Ali, jangan beli lagi ayam dari supplier tu. Ali sound Abu balik diam lah, tugas kau masak sahaja. Urusan beli ayam serahkan pada dia. Tak payah campur kerja dia.

Lama kelamaan tiada orang datang ke restoran mereka lagi sebab ayam tidak berkualiti. Harga sama tapi ayam makin kecil. Akhirnya Abu buat keputusan meninggalkan perniagaan tersebut dan cari rakan kongsi lain yang boleh dibawa berbincang.

Begitulah resamnya bila berkongsi, berniaga. Kita harus dengar pandangan rakan kongsi kita, jangan degil, jangan angkuh. Bukannya kau buat hal kau, aku buat hal aku.

Huh, sedar atau tidak kita sedang berkongsi ni? Aku pun keluar modal, kau pun keluar modal, sama-sama keluar modal, janganlah anggap seolah-olah perniagaan ini dimiliki oleh satu pihak sahaja?

Berpijak lah di bumi yang nyata. Jika Abu tidak masak, macam mana nak berniaga? Ali tak pandai masak. Ali pandai marketing sahaja.

By the way, ayam gepuk mana lagi sedap? Top Global ke Pak Gembus?",https://x.com/Solisidtor/status/2058581587613401519,neutral,Sun May 24 16:11:11 +0000 2026,20,4,18,3559,0.0,77,85.559,,
x,post,2059283504060637320,Pas sanggah kenyataan Biro Politik Bersatu…https://t.co/9gd6zVZ4PE,https://x.com/budinwmaju/status/2059283504060637320,neutral,Tue May 26 14:40:21 +0000 2026,0,0,0,25,0.0,0,0.025,,
x,post,2057764494307160445,"KUALA LUMPUR, 22 Mei - Parti Pribumi Bersatu Malaysia (BERSATU) akan meneliti secara mendalam kenyataan Presiden PAS, Tan Sri Abdul Hadi Awang berhubung hubungan serta kerjasama antara kedua-dua parti dalam Perikatan Nasional (PN). 

Ketua Penerangan BERSATU, Datuk Tun Faisal Ismail Aziz berkata perkara itu akan dibincangkan dalam mesyuarat Biro Politik dan Majlis Pimpinan Tertinggi (MPT) parti dalam masa terdekat kerana pihaknya memandang serius kenyataan tersebut.",https://x.com/berita_ks/status/2057764494307160445,neutral,Fri May 22 10:04:21 +0000 2026,1,0,1,105,0.0,3,4.105,,
x,post,2059913611724697991,pas tinggalkan jelah bersatu dan PN. undi dari supporter rafizi ni dah cukup cover and balance out pegundi  mereka. pas+bersama.,https://x.com/IamSya_1125/status/2059913611724697991,neutral,Thu May 28 08:24:11 +0000 2026,0,0,0,2,0.0,0,0.002,,
x,post,2008887515202437223,"Tan Sri Muhyiddin Yassin's resignation as Perikatan Nasional chairman has yet to be finalised as it must be decided on and approved during an official meeting, says Sanusi.

https://t.co/UDMKSAzNLB",https://x.com/staronline/status/2008887515202437223,neutral,Wed Jan 07 13:04:41 +0000 2026,0,0,0,637,0.0,6,0.637,,
x,post,2057729454865264693,"Bersatu memandang serius kenyataan yang dibuat oleh Presiden Pas, Tan Sri Tuan Guru Haji Abdul Hadi Awang, berkaitan hubungan dan kerjasama antara kedua-dua parti dalam PN. - Ketua Penerangan, Datuk Tun Faisal Ismail

#malaysiagazette
#bersatu
#HadiAwang https://t.co/TWJMQcoTsF",https://x.com/MalaysiaGazette/status/2057729454865264693,neutral,Fri May 22 07:45:07 +0000 2026,1,0,0,157,0.0,2,1.157,,
x,post,2058512197928599672,"PH hati-hati sambut kerjasama PAS dan BERSATU, tak mahu pengalaman pahit dikhianati berulang - Loke

#BHnasional  “Setakat ini, saya tak dengar BERSATU nak bekerjasama dengan PH, juga tak pernah ada perbincangan... jadi saya tak mahu nak buat apa-apa spekulasi”

https://t.co/ZyUwUUtQie",https://x.com/bharianmy/status/2058512197928599672,neutral,Sun May 24 11:35:27 +0000 2026,11,1,0,1627,0.0,28,14.627,,
x,post,2059808703617134599,"Dakwaan BERSATU Satu Fitnah, PAS Sedia Dedah Rekod Komunikasi Krisis PN ... https://t.co/RfRsqd0ZoM via @YouTube",https://x.com/PolitikoMas/status/2059808703617134599,neutral,Thu May 28 01:27:18 +0000 2026,0,0,0,7,0.0,0,0.007,,
x,post,2058718278261092656,"Pas tuntut tanding di Gombak bukti hilang keyakinan terhadap Bersatu, Azmin – A. Rahim

#malaysiagazette 

https://t.co/sFoQeF6K3I",https://x.com/MalaysiaGazette/status/2058718278261092656,neutral,Mon May 25 01:14:21 +0000 2026,0,0,0,220,0.0,2,0.22,,
x,post,2016908086544601382,"PN is nothing without PAS, and PN cannot win without the moderate image of Bersatu. Both need each other. PAS has a well structured, well coordinated machinery and loyal members. Bersatu has leaders with extensive experience in governance, including from their time under past BN governments. Remove any of these, and PN will be weakened. Gerakan and MIPP complete the multiracial, inclusive lineup. PAS cannot win if they go solo, probably will lose half of its seats they have today. Bersatu, Gerakan, and MIPP also cannot win even if they contest under the PN banner, without PAS on board.",https://x.com/Solisidtor/status/2016908086544601382,neutral,Thu Jan 29 16:15:34 +0000 2026,9,2,10,1436,0.0,35,44.436,,
x,post,2058777934295380368,"Tiada sistem 'mullah', 'titah individu' PAS nilai hubungan dengan BERSATU

#BHRencana  Jika benar PAS mengamalkan budaya ‘mullah’, maka tidak perlu ada muktamar, undian, perbahasan dan Majlis Syura Ulama.

https://t.co/Qbaav3WSR7",https://x.com/bharianmy/status/2058777934295380368,neutral,Mon May 25 05:11:24 +0000 2026,1,1,2,467,0.0,8,9.467,,
x,post,2059815111913832847,"“Hamzah Guna PAS, UMNO dan Istana Untuk Pecah-Belahkan Parti” — Dakwa Orang Kuat Muhyiddin https://t.co/XY7GO3NKYI via @PolitikoMas",https://x.com/PolitikoMas/status/2059815111913832847,neutral,Thu May 28 01:52:46 +0000 2026,0,0,0,9,0.0,0,0.009000000000000001,,
x,post,2059847165141491880,"PRN JOHOR: NAK TAK NAK, UMNO, PN KENA ‘COMOLOT’

UMNO dan PN perlu ‘bersatu’ supaya dapat mewujudkan ‘kerajaan Melayu; dalam kabinet. 

#Berita757 
#RakyatKeutamaanKami https://t.co/J5rIhOA88t",https://x.com/berita757/status/2059847165141491880,neutral,Thu May 28 04:00:08 +0000 2026,0,0,1,33,0.0,1,3.033,,
x,post,2059898391010685256,"#NSTnation  Datuk Seri Hamzah Zainudin has been accused of using Pas and Umno as political leverage in an alleged attempt to split Bersatu and wrest control of the party from Tan Sri Muhyiddin Yassin.

https://t.co/bbCNwSjgY8 https://t.co/6olFHKODOM",https://x.com/NST_Online/status/2059898391010685256,neutral,Thu May 28 07:23:42 +0000 2026,1,2,0,159,0.0,4,5.159,,
x,post,2059811702297018515,"🇲🇾🕌
野党連合 #PN（国民連盟） 

#PPBM（マレーシア統一プリブミ党） 
#Bersatu（ベルサトゥ）
#ムヒディン 元首相 議長 辞任
↓
#PAS（全マレーシア・イスラム党）　
保守系イスラム政党 主導権の可能性 
#タキユディン・ハッサン 書記長
「PNの組織を強化し備えるため、PASはPNを率いる用意がある」",https://x.com/Z5yBjchrTyjftCS/status/2059811702297018515,neutral,Thu May 28 01:39:13 +0000 2026,0,0,1,46,0.0,1,3.046,,
x,post,2059536782698643696,"Pas president Tan Sri Abdul Hadi Awang's public attack on Bersatu has reignited tensions within Perikatan Nasional, turning the Perlis political crisis into a major test of Datuk Seri Ahmad Samsuri Mokhtar's authority as coalition chairman ahead of GE16.
https://t.co/FZLHJeaeTG",https://x.com/Twentytwo13news/status/2059536782698643696,neutral,Wed May 27 07:26:47 +0000 2026,0,2,0,109,0.0,3,4.109,,
x,post,2059270231143710904,"“BERSATU Makan Diri Sendiri”, PAS Dijangka Bertindak Drastik  #perikatan... https://t.co/oHrywvSq0s via @YouTube",https://x.com/PolitikoMas/status/2059270231143710904,neutral,Tue May 26 13:47:37 +0000 2026,0,0,0,11,0.0,0,0.011,,
x,post,2059899775164842410,BERSATU PERKUDAKAN JENTERA PAS DALAM PILIHAN RAYA,https://x.com/JusticeLea62488/status/2059899775164842410,neutral,Thu May 28 07:29:12 +0000 2026,0,0,0,0,0.0,0,0.0,,
x,post,2059593131608379637,"LAWAK SEKOR BERUK BANI PAS PNunggang AGAMA @FadhliShaari SURUH BERSATU HENTIKAN FITNAH, SEDANGKAN BERUK FADHLI INI LAH HARI² MERATIBKAN FITNAH TERHADAP PMX &amp; KERAJAAN MALAYSIA MADANI 

DASAR SEKOR BINATANG BERUK BELAAN PAS PNunggang AGAMA 
@PASPusat 
@harakahdailyHD",https://x.com/awang_tahir/status/2059593131608379637,neutral,Wed May 27 11:10:42 +0000 2026,0,0,0,6,0.0,0,0.006,,
x,post,2058537228448760101,"#seremban Pakatan Harapan (PH) perlu berhati-hati dalam menjalinkan kerjasama dengan mana-mana parti, khususnya dengan BERSATU dan PAS.
https://t.co/dRFvO911wv",https://x.com/hmetromy/status/2058537228448760101,neutral,Sun May 24 13:14:55 +0000 2026,4,2,1,914,0.0,16,11.914,,
x,post,2059858073880043570,"Catch 22
Pass utk jadikan Malaysia a modern democratic Islamic state kita cairkan secularism (melayu bersatu)
Pas utk jadikan weapon industry msia priority no1 
Pas utk buatan msia ballistic/hypersonic missile defence system",https://x.com/jebat10/status/2059858073880043570,neutral,Thu May 28 04:43:29 +0000 2026,0,0,0,2,0.0,0,0.002,,
x,post,2059581930392396231,"‘Cracks getting bigger’ in Malaysia’s opposition pact, but PM Anwar ‘faces complications’ of his own https://t.co/z1AhkRoUkp @takiyuddin61 @titm_official @PASPusat @PAS_Kedah",https://x.com/FedexKL/status/2059581930392396231,neutral,Wed May 27 10:26:12 +0000 2026,0,0,0,3,0.0,0,0.003,,
x,post,2059795392393580925,"#PAS
#BERSATU
#PH/BN
#MADANITERBAIK",https://x.com/hendragnw1980/status/2059795392393580925,neutral,Thu May 28 00:34:25 +0000 2026,0,0,0,2,0.0,0,0.002,,
x,post,2059785599457144942,"PN ‘on last legs’ amid PAS-Bersatu rift, say analysts

https://t.co/HGuun6xHoA",https://x.com/tanjooilong/status/2059785599457144942,neutral,Wed May 27 23:55:30 +0000 2026,0,0,0,20,0.0,0,0.02,,
x,post,2059083427346071782,"As Hadi makes room for Hamzah, should Bersatu stay or leave PN? 
#FMTOpinions https://t.co/E70HYElIgJ",https://x.com/fmtoday/status/2059083427346071782,neutral,Tue May 26 01:25:19 +0000 2026,0,0,0,322,0.0,3,0.322,,
x,post,1964287428425896273,"TAWAU: Both the government and opposition questioned the sincerity of Perikatan Nasional (PN) Chairman Tan Sri Muhyiddin Yassin’s pledge to return 40 per cent of tax revenue collected from Sabah.

Full story:
https://t.co/dMXDQfIWzG https://t.co/QlGKtoa0fL",https://x.com/DailyExpress_MY/status/1964287428425896273,neutral,Sat Sep 06 11:19:52 +0000 2025,1,0,1,217,0.0,4,4.217,,
x,post,2059796208521183668,"#PAS
#Bersatu
#KenaGame",https://x.com/hendragnw1980/status/2059796208521183668,neutral,Thu May 28 00:37:39 +0000 2026,0,0,0,0,0.0,0,0.0,,
x,post,2059834597786222853,"PAS-Bersatu rift rattles smaller IPR allies

https://t.co/kOaTXaDGqa",https://x.com/tanjooilong/status/2059834597786222853,neutral,Thu May 28 03:10:12 +0000 2026,0,0,0,4,0.0,0,0.004,,
x,post,2059910752480493608,"Former private secretary to Tan Sri Muhyiddin Yassin, Datuk Dr Marzuki Mohamad, has alleged that Datuk Seri Hamzah Zainudin used Pas and Umno as tools to create divisions within Bersatu, in a bid to take over the party from Muhyiddin. #Politics #Bersatu #Muhyiddin #HamzahZainudin #SinarDaily https://t.co/4g7Pw25fSw",https://x.com/sinardailymy/status/2059910752480493608,neutral,Thu May 28 08:12:49 +0000 2026,0,0,0,15,0.0,0,0.015,,
x,post,2057432297427853621,"PAS Pilih Bersatu, Hamzah Sekadar ‘Rakan Politik Sementara’?
https://t.co/LD7bkJJcAb",https://x.com/azmyklanajaya/status/2057432297427853621,neutral,Thu May 21 12:04:19 +0000 2026,1,0,0,24,0.0,1,1.024,,
x,post,2057329844929863707,"Sultan Selangor bertitah bangsa Melayu kena bersatu, kerana itulah aku sejak dulu mahu PAS diharamkan..

Umat Melayu berpecah belah kerana ada parti politik yang memecahbelahkan mereka..Melayu bergadoh sesama Melayu akibat politik yang dibawa PAS https://t.co/287ZwKPqt0",https://x.com/RajaMohdShahrim/status/2057329844929863707,neutral,Thu May 21 05:17:13 +0000 2026,261,59,107,5310,0.0,480,705.31,,
x,post,2059893594543346170,"Eloklah..
BERSATU sertai PH dn PAS ikat semula MUAFAKAT NASIONAL bersama UMNO/BN..
Perghhh..
Menangis lagi Tan Sri Muhayyidin Yassin.",https://x.com/exNavalWtrG/status/2059893594543346170,neutral,Thu May 28 07:04:38 +0000 2026,0,0,0,1,0.0,0,0.001,,
x,post,2017834433374834917,"The time has come for PAS and the leaders of Bersatu minus Muhiyuddin to go their own way. Get the Malay votes

If the non-Malay faction, like Gerakan IMP, considers this grouping toxic, so be it. Let's find out

Ever since Merdeka, it has been the Malays who have been relentless in trying to form a multiracial coalition. In 2018, Umno was rejected. What greater loss could it be to be rejected again?

Why not, for a change, try an all-Malay grouping? We might just secure a sufficiently large bloc that even DAP might come calling to negotiate a new government. 

If the people still want Anwar DAP to continue ruling, then Muhiyudin and Dominic can't save it either. So why bother to haggle with them?",https://x.com/zaidibrahim/status/2017834433374834917,neutral,Sun Feb 01 05:36:33 +0000 2026,22,3,26,9085,0.0,141,115.08500000000001,,
x,post,2058444899444465701,"Hadi: ""Bersatu tiada jentera. Hantar calon, tapi PAS buat kerja, kita akan kaji balik hubungan dengan Bersatu.""

Bersatu: ""Kami memandang serius ucapan Hadi. PAS bertanding tapi kena ingat, dana dari Bersatu. PN ni Bersatu punya."" https://t.co/HaGQA7eSPS",https://x.com/morasaki12/status/2058444899444465701,neutral,Sun May 24 07:08:02 +0000 2026,14,5,2,1107,0.0,32,31.107,,
x,post,2057725645950709886,"Ini Sebab PAS Nilai Semula Hubungan Dengan Bersatu
https://t.co/5AQbPwKFCe",https://x.com/azmyklanajaya/status/2057725645950709886,neutral,Fri May 22 07:29:59 +0000 2026,1,0,1,14,0.0,2,4.014,,
x,post,2010889690795426228,"Alhamdulillah BERSATU has accepted TSMY's resignation as PN Chairman. So now we will see a new PN Chairman take over the helm of Perikatan Nasional. There will also be a new lineup, including a new Secretary-General, Treasurer, and Information Chief.",https://x.com/Solisidtor/status/2010889690795426228,neutral,Tue Jan 13 01:40:37 +0000 2026,45,11,36,4768,0.0,139,179.768,,
x,post,2059791089750700469,"Kamu mimpi di siang hari ke.
Parti kancil bersetuju bergabung dengan mana2 parti mungkin Bersatu + Bersama + Pas",https://x.com/royston993/status/2059791089750700469,neutral,Thu May 28 00:17:19 +0000 2026,0,0,0,11,0.0,0,0.011,,
x,post,2038465926346191246,"Stark to think Bloomberg is a better opposition to this government than the entirety of Pas and Bersatu, can we just pull all of the PN seats and just have a strong, fully independent press?",https://x.com/amirulruslan/status/2038465926346191246,neutral,Mon Mar 30 03:58:44 +0000 2026,107,26,2,2312,0.0,158,167.312,,
x,post,2059899472801624468,"HJ HADI BARU TAU BERSATU TAK ADA JENTERA, SEMUA HARAPKAN PAS?",https://x.com/JusticeLea62488/status/2059899472801624468,neutral,Thu May 28 07:28:00 +0000 2026,0,0,0,0,0.0,0,0.0,,
x,post,2059449854116675806,"Dakwaan BERSATU Fitnah, PAS Sedia Dedah Rekod Komunikasi Krisis PN https://t.co/0pjPkzYAzM via @PolitikoMas @MuhyiddinYassin",https://x.com/PolitikoMas/status/2059449854116675806,neutral,Wed May 27 01:41:22 +0000 2026,0,1,0,12,0.0,1,2.012,,
x,post,2032311933219868866,"#FMTNews Tawfiq Yaakub of Universiti Malaya warns that Bersatu could leave PN and focus on its IPR alliance, if Hamzah Zainudin remains in the role.

Full Article: https://t.co/XzpEEYI6bg https://t.co/iZdZYqdi9k",https://x.com/fmtoday/status/2032311933219868866,neutral,Fri Mar 13 04:24:58 +0000 2026,2,1,1,1380,0.0,17,8.38,,
x,post,2059430415262457980,"Bersatu risks becoming ‘another Pejuang’ without PAS, say analysts

https://t.co/KZj22ebovC",https://x.com/tanjooilong/status/2059430415262457980,neutral,Wed May 27 00:24:08 +0000 2026,0,0,0,14,0.0,0,0.014,,
