Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,comments,engagement_score
x,post,2020890391680352670,"Kelimutu, dan Lawit kan pernah layanin jalur TPR-TJQ-PNK-SRG. Kalo kapal baru dibawa ke Tengah, dan Timur. Harusnya kalo tengah SUB-MKS-LBR-DPS. Alangkah baiknya KM. Labobar, dan kapal tipe 2000 penumpang dipakai rute ke PNK. https://t.co/kJ8bVUibRk",https://x.com/failedtostate/status/2020890391680352670,neutral,Mon Feb 09 15:59:50 +0000 2026,0,0,1,181,0.0,2,[],3.181
x,post,2019733321052528803,"[Video] Fahmi kesal ada pihak pertikai keupayaan Universiti Islam Antarabangsa laksana kajian berhubung kebolehlaksanaan pilihan raya PBT, Datuk Bandar Kuala Lumpur

#BernamaNews 
@fahmi_fadzil
@komunikasi_gov 
#UIAM 
#PBT https://t.co/nDTmNxHCMC",https://x.com/bernamadotcom/status/2019733321052528803,neutral,Fri Feb 06 11:22:03 +0000 2026,33,15,3,5782,0.0,108,[],77.782
x,post,2020892337799561512,"Hari ini mantau X isinya:
1. Gaji guru PPPK 15rb/bulan
2. Preman ambil pungli 150jt/tahun dari 1 truk logistik
3. BPJS PBI banyak yg tiba2 mati

Pendidikan &amp; kesehatan bukan prioritas negara, pengusaha pada males investasi krn preman.

Ya Allah ada apa dgn negara ini 😭🙏🏻",https://x.com/prkdlx/status/2020892337799561512,neutral,Mon Feb 09 16:07:34 +0000 2026,11,1,1,163,0.0,14,[],16.163
x,post,2020898626927517725,@GazetteNGR Stop playing bro because PBAT is winning and it is by fire and by force ni ooo 💯.,https://x.com/gbenga_aderemi/status/2020898626927517725,neutral,Mon Feb 09 16:32:33 +0000 2026,0,0,0,1,0.0,0,[],0.001
x,post,2020897989326520647,พูดเหมือนคนไม่ติดตามข่าวสาร ไม่อ่านเอกสาร ไม่สนสถานะทางการเมืองอะไรเลย สมัยที่เพื่อไทยเป็นหัวเรือสองปี เพื่อไทยมรอำนาจต่อรองและคุมมหาดไทยที่หนูนั่งได้ ย้ายแค่ 45 คน แล้วย้ายกลับด้วยตอนเขี่ย ภจท.ออกแล้วโดยภูมิธรรม แต่พอพรรคประชาชนไปประเคนให้มันนั่งเก้าอี้สูงสุดโดยไม่ถ่วงอำนาจเลย ย้าย 400 กว่าคน เยี่ยมเลย 😭👍,https://x.com/bharisz/status/2020897989326520647,neutral,Mon Feb 09 16:30:01 +0000 2026,0,0,1,22,0.0,1,[],3.022
x,post,2018560526721470565,"Ditujukan khusus untuk Akmal dan Para Penunggang

Kajian pelaksanaan pilihan raya pihak berkuasa tempatan (PBT) termasuk kaedah pelantikan Datuk Bandar bukan dijalankan oleh mana-mana pemimpin DAP, sebaliknya dikendalikan oleh Universiti Islam Antarabangsa Malaysia (UIAM), jelas Hannah Yeoh.",https://x.com/Nazril_Iznil/status/2018560526721470565,neutral,Tue Feb 03 05:41:47 +0000 2026,83,21,9,2780,0.0,140,[],154.78
x,post,2020890661017489479,คะแนนปาตี้ลิสท์ยังไม่เสีย พอเริ่มดูหลายองค์ประกอบ คือแพ้จากปัจจัยที่ทางนั้นมันวางแผนมาจริงๆ ทั้งการหลีดทางกันเองของฝ่ายขวา การขีดเส้นแบ่งเขต ให้คนเลือกส้มกระจายรวมเสียงให้ชนะไม่ได้ และแผนสรปรกอื่นๆ โกงนับคะแนน,https://x.com/sallusummer/status/2020890661017489479,neutral,Mon Feb 09 16:00:54 +0000 2026,0,0,0,15,0.0,0,[],0.015
x,post,2018956600497586523,"#kualalterengganu Kerajaan Terengganu menolak dan tidak bersetuju cadangan diadakan Pilihan Raya Datuk Bandar di peringkat Pihak Berkuasa Tempatan (PBT).
 https://t.co/IWFf14S28I https://t.co/sX05G251BB",https://x.com/hmetromy/status/2018956600497586523,neutral,Wed Feb 04 07:55:38 +0000 2026,1,0,2,434,0.0,7,[],7.434
x,post,2020891946584322150,อุตส่าห์คายส้มไปแล้ว สุดท้ายฉันก็เลือกส้ม 2 ใบอยู่ดี เพราะ1.เขตเขาย้ายไปอยู่กล้าธรรม =&gt; ไม่เลือก 2.นโยบายพท.มันเน้นแจกเงินมากไป ไม่ชอบ ก่อนหน้าก็มีคิดจะเลือกทสท. แต่เรามีประเด็นในใจที่เอาปชน.กับทสท.มาเทียบกันแล้ว ชอบปชน.มากกว่า เลยยอมเลือกอีกรอบ,https://x.com/cutenneedydoggo/status/2020891946584322150,neutral,Mon Feb 09 16:06:01 +0000 2026,0,0,1,43,0.0,1,[],3.043
x,post,2018563690912796893,"Kajian proses pelaksanaan pilihan raya Pihak Berkuasa Tempatan (PBT) di ibu kota bukan dibuat oleh DAP sebaliknya dijalankan oleh Universiti Islam Antarabangsa Malaysia (UIAM), kata Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan), Hannah Yeoh.

Menurut Yeoh, penyelidikan berkenaan dijalankan oleh sebuah universiti yang mempunyai reputasi dan beliau yakin penyelidikannya berkualiti tinggi.

#HannahYeoh #UIAM #SPRM #DBKL #WilayahPersekutuan",https://x.com/Scoopdotmy/status/2018563690912796893,neutral,Tue Feb 03 05:54:21 +0000 2026,1,0,0,268,0.0,3,[],1.268
x,post,2018181853681680593,"Ketua Pemuda UMNO, Dr Akmal Saleh menolak cadangan Menteri Wilayah untuk melakukan kajian bagi mempertimbangkan pelaksanaan Pilihan Raya Datuk Bandar KL

Akmal berkata mereka akan menggagalkan langkah ini seperti mana mereka lakukan terhadap URA dan P'Raya PBT https://t.co/NqCOWV4It7",https://x.com/EkonomiRakyatMY/status/2018181853681680593,neutral,Mon Feb 02 04:37:04 +0000 2026,11,4,14,3030,0.0,59,[],64.03
x,post,1732770730411208713,"PKB sudah mengajukan sikap tidak akan menyetujui RUU DKJ kecuali Gubernur dipilih melalui pemilihan langsung! @cakiminow 👍

#aniesmuhaimin2024
#aminajadulu https://t.co/ggjj6XSjXK",https://x.com/voiceofpkb/status/1732770730411208713,neutral,Thu Dec 07 14:35:10 +0000 2023,431,170,7,7042,0.0,678,[],799.042
x,post,2018618156064158204,"PILIHAN RAYA PBT, KAJIAN KEBOLEHLAKSANAAN DIJALANKAN UIAM SEJAK DISEMBER 2025

'Yang sahih di RTM'
#RTM #BeritaRTM #MalaysiaMadani #TaatSetia #BersamaMALAYSIAKU #RancakkanMADANI #MADANIBekerja https://t.co/iVSeLZWK7b",https://x.com/beritartm/status/2018618156064158204,neutral,Tue Feb 03 09:30:47 +0000 2026,1,0,0,95,0.0,1,[],1.095
x,post,2019045201885712395,"Dalam konteks Kuala Lumpur katanya, PAS dan Perikatan Nasional (PN) tidak ada perwakilan di parlimen, maka mengapa tidak menyokong pilihan raya PBT untuk membolehkan wakil pembangkang dipilih dalam pentadbiran ibu kota itu. #AgendaAWANI https://t.co/4wG6PBfaFd",https://x.com/501Awani/status/2019045201885712395,neutral,Wed Feb 04 13:47:42 +0000 2026,10,1,0,4520,0.0,56,[],16.52
x,post,2019328802934120948,"Guna hujah 1960, Takiyuddin dakwa majoriti Melayu tolak pilihan raya PBT https://t.co/TcQwZ703dS",https://x.com/mkini_bm/status/2019328802934120948,neutral,Thu Feb 05 08:34:38 +0000 2026,16,4,57,4247,0.0,119,[],199.247
x,post,2019311200920842611,"'Kenapa UIAM... kenapa tidak universiti lain', soal pemimpin PN isu kajian pilihan raya PBT

#BHnasional Ahli Parlimen PN tuntut diadakan sesi penerangan menteri di Dewan Rakyat bagi menjawab persoalan berhubung cadangan pelaksanaan pilihan raya PBT 

https://t.co/H26lgfhozd",https://x.com/bharianmy/status/2019311200920842611,neutral,Thu Feb 05 07:24:41 +0000 2026,30,7,60,13550,0.0,232,[],237.55
x,post,2020898091227042183,ไม่เชื่อว่า คนไทยมันจะเลือกกล้าธรรม ภจท เยอะขนาดนี้ เข้าใจเหตุผลอนุรักษ์นิยมต่างๆนะ แต่คิดว่าดูจากหลายเขตที่นับใหม่ ผลต่างชัดเจน,https://x.com/BluesBallersHQ/status/2020898091227042183,neutral,Mon Feb 09 16:30:26 +0000 2026,0,0,0,6,0.0,0,[],0.006
x,post,2018570146277994840,"Kajian pilihan raya DBKL bukan agenda DAP, disokong KJ, Nik Nazmi - Anthony

'Konsep pemilihan Datuk Bandar ini bukannya perkara baharu pun. Di seluruh dunia, banyak negara demokrasi memang ada pilihan raya Datuk Bandar' - Anthony Loke 

#sinarharian #pilihanrayaPBT #DBKL #DAP 

https://t.co/xN70LbvNm1",https://x.com/SinarOnline/status/2018570146277994840,neutral,Tue Feb 03 06:20:00 +0000 2026,2,1,0,305,0.0,6,[],4.305
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-02-10T00:35:33.351294,0,0,0,0,0.0,0,[],0.0
x,post,2019843594891210832,"🔴 A councillor has quit Labour after more than 40 years as a member in protest over the cancellation of local elections on May 7

https://t.co/BsOrTC0JDg https://t.co/3VF5UrkXN6",https://x.com/Telegraph/status/2019843594891210832,neutral,Fri Feb 06 18:40:14 +0000 2026,697,249,25,13573,0.0,1106,[],1283.573
x,post,2020893927503475001,"Another busy weekend out talking to residents across Barnet.
Time and again, people tell us they feel ignored when decisions are made in their communities — too often, Labour councillors don’t engage properly or listen to residents’ concerns. 🗣️ https://t.co/i9uuwUrib0",https://x.com/BarnetTories/status/2020893927503475001,neutral,Mon Feb 09 16:13:53 +0000 2026,2,3,1,21,0.0,6,[],11.021
x,post,2020891476280951086,Labour's vote has collapsed in Gorton and Denton https://t.co/ypTGdQVjot,https://x.com/_BoldPolitics/status/2020891476280951086,neutral,Mon Feb 09 16:04:08 +0000 2026,80,32,3,1278,0.0,127,[],154.278
x,post,2020893054199284089,"తెలంగాణ మున్సిపల్ ఎన్నికల దృష్ట్యా మున్సిపల్ శాఖ కీలక నిర్ణయం 

రేపు, ఎల్లుండి పేపర్ యాడ్ లకు అనుమతి నిరాకరణ 

ఈసీ నిబంధన మేరకు యాడ్స్ ఇవ్వొద్దని ఆదేశం 

పేపర్లలో యాడ్ల కోసం అనుమతి కోరిన బీజేపీ 

బీజేపీ విజ్ఞప్తికి స్పందించిన మున్సిపల్ శాఖ  
#MunicipalElections #Telangana https://t.co/wT7Gi8A663",https://x.com/TeluguStride/status/2020893054199284089,neutral,Mon Feb 09 16:10:25 +0000 2026,0,0,0,25,0.0,0,[],0.025
x,post,2020892896699047993,"पंचायत समिती निवडणूक 2026 अंतिम निकाल
.
.
.
#panchayatsamitiresults #localbodyelections2026 #GrassrootsDemocracy #ElectionResults2026 #ruralgovernance https://t.co/Sj5o9T5FJh",https://x.com/TV9Marathi/status/2020892896699047993,neutral,Mon Feb 09 16:09:47 +0000 2026,0,0,0,119,0.0,1,[],0.11900000000000001
x,post,2020896434451816515,"लातूरात जिल्हा परिषदेच्या 23/59 जागा जिंकून #काँग्रेस ठरला सर्वात मोठा पक्ष...!!!
#लातूर पंचायत समिती वर काँग्रेसचा झेंडा...!!!🔥

@AmitV_Deshmukh 
@MeDeshmukh 

#Latur #ZPElection2026 https://t.co/ix5sPcTwtq",https://x.com/AbhiAnkalkote/status/2020896434451816515,neutral,Mon Feb 09 16:23:51 +0000 2026,1,0,0,25,0.0,1,[],1.025
x,post,2020894359433134555,"Laila Cunningham just declared outright war on Sadiq Khan at the NEC Rally! 

She's fighting to save our capital – vote Laila for Mayor of London and take back control. 

#ReformUK NEC Birmingham Rally",https://x.com/ukJ0N/status/2020894359433134555,neutral,Mon Feb 09 16:15:36 +0000 2026,38,12,0,270,0.0,52,[],62.27
x,post,2017531731197546826,Say no to PNC in the upcoming local council election. https://t.co/WTaNLvlLwl,https://x.com/aneelmufeed/status/2017531731197546826,neutral,Sat Jan 31 09:33:43 +0000 2026,48,28,1,1586,0.0,92,[],108.586
x,post,2020896708910047512,"Great to be in Tarland today speaking to constituents about the issues that matter most. 

It’s clear that the May 7 election is a straight fight between me and the SNP here in Aberdeenshire West. I’ll continue to stand up for residents and oppose the anti-rural policies of SNP! https://t.co/aOfjqNyBNg",https://x.com/AJABurnett/status/2020896708910047512,neutral,Mon Feb 09 16:24:56 +0000 2026,0,0,0,33,0.0,0,[],0.033
x,post,2020834338628358566,"Three council by-elections are taking place this week - one on Tuesday and two on Thursday.

🌹 Fishguard North East (Pembrokeshire)
🌳 Worth Valley (Bradford)
🌹 Fletton &amp; Woodston (Peterborough) https://t.co/TxGoXCZW6u",https://x.com/ElectionMapsUK/status/2020834338628358566,neutral,Mon Feb 09 12:17:06 +0000 2026,128,30,16,13527,0.0,309,[],249.527
x,post,2020894617621922255,"*މައްޗަންގޮޅި މެދުގެ ދޮރުންދޮރަށް ހަރަކާތަށް ދަޢުވަތު އަރުވަން.*

#AdamAzimforMayor 
#Heyvallathayyaaru
#LCE2026

=====================

ދާއިރާ :މައްޗަންގޮޅި މެދު
ދުވަސް :  10 ފެބްރުއަރީ، އަންގާރަ 
ގަޑި : 16:00

ފެށޭތަން : ކައުންޓްލައިން ކުރިމަތި ( މާވެޔޮ މަގު ) https://t.co/UZDeHxun8n",https://x.com/iAathu/status/2020894617621922255,neutral,Mon Feb 09 16:16:37 +0000 2026,0,0,0,14,0.0,0,[],0.014
x,post,2019168846641524819,"PROJECTION: Leeds City Council - LAB loss to NOC

REF: 13 (+11)
LAB: 9 (-10)
GRN: 5 (+2)
IND: 1 (-2)
CON: 2 (-3)
LD: 2 (=)
SDP: 1 (=) https://t.co/7Vg1STq2uN",https://x.com/ekajcw/status/2019168846641524819,neutral,Wed Feb 04 21:59:02 +0000 2026,174,34,13,10716,0.0,328,[],291.716
x,post,2020898060499345754,"@EELV 🗳️A propos d'urgence démocratique.
Pensées aux élu-es locaux #EELV qui participent toujours dans leur ville à priver leurs administrés de la possibilité de contrôler ttes les étapes des scrutins en leur imposant l'usage de machines à voter opaques, invérifiables &amp; fraudables !👎 https://t.co/SflJoTC1E8",https://x.com/ChrisPerrot29/status/2020898060499345754,neutral,Mon Feb 09 16:30:18 +0000 2026,0,0,0,1,0.0,0,[],0.001
x,post,2020130253952176578,FCT Area Council Election: Notice of Poll https://t.co/1t1XXRMatP,https://x.com/ThefrontrankHub/status/2020130253952176578,neutral,Sat Feb 07 13:39:19 +0000 2026,2,2,0,24,0.0,4,[],6.024
x,post,2020888303009136707,"मनपा निवडणुकीत संपूर्ण महाराष्ट्रात काँग्रेसची एकहाती सत्ता आलेल्या एकमेव #लातूर महानगरपालिकेत काँग्रेसच्या सौ. जयश्रीताई सोनकांबळे महापौरपदी व श्री. स्नेहल उटगे जी यांची उपमहापौरपदी #बिनविरोध निवड...! दोघांचेही मनःपूर्वक अभिनंदन व शुभेच्छा..!

#Congress #Latur #AmitDeshmukh

@AmitV_Deshmukh",https://x.com/AbhiAnkalkote/status/2020888303009136707,neutral,Mon Feb 09 15:51:32 +0000 2026,1,0,0,54,0.0,1,[],1.054
x,post,2018657063153660058,"🗳️ Two council by-elections are happening this week:

• Labour defending Clevedon South (North Somerset)
• Plaid Cymru defending Ynys Gybi (Ynys Môn)

Every vote counts - make your voice heard!

#LocalElections #VoteReformUK [@ElectionMapsUK] https://t.co/XxD8MFvkFd",https://x.com/ReformDaily_/status/2018657063153660058,neutral,Tue Feb 03 12:05:23 +0000 2026,404,245,7,3987,0.0,695,[],918.987
x,post,1937083581165076659,"🗳️ TEN Council By-Elections this week:

🔴 5 Labour defences - Chorley, Edinburgh, Greenwich, Sheffield, Stevenage
🟠 2 Lib Dem - Mid Devon, Rother
⚪️ 2 Localist - Basildon, Rossendale
🔵 1 Conservative - S. Staffordshire

Big test for the parties!

[ElectionMaps] https://t.co/bAw7yhNF3z",https://x.com/ReformDaily_/status/1937083581165076659,neutral,Mon Jun 23 09:41:29 +0000 2025,282,135,19,5101,0.0,487,[],614.101
x,post,2020891970076602864,"जिल्हा परिषद निवडणूक 2026 चे निकाल जाहीर
https://t.co/n2zNT98xt2
.
.
.
#ZillaParishadElection2026 #districtcouncilresults #LocalBodyElections #ElectionResults2026 #DemocracyInAction https://t.co/ci4yfpqF2f",https://x.com/TV9Marathi/status/2020891970076602864,neutral,Mon Feb 09 16:06:06 +0000 2026,0,0,0,152,0.0,1,[],0.152
x,post,2020509874170270025,"Out campaigning in #Balham & #ClaphamSouth this weekend 💙

Great support on the doorstep and really encouraging to hear residents are thankful for all the casework we’ve delivered over the past 4 years.

With 88 days to go until the local election, we’re working hard every day for residents. @TeamLondonUK",https://x.com/LynseyHedges/status/2020509874170270025,neutral,Sun Feb 08 14:47:47 +0000 2026,10,1,0,209,0.0,13,[],12.209
x,post,2020896765671809205,"Mumbai, Maharashtra: Chief Minister Devendra Fadnavis says, ""Today, district council elections were held in Maharashtra. In all 12 district councils, our alliance is likely to secure power. Specifically, once again, the Bharatiya Janata Party has emerged as the largest party. In the panchayat samitis, the Bharatiya Janata Party has become the largest party again...""",https://x.com/ians_india/status/2020896765671809205,neutral,Mon Feb 09 16:25:10 +0000 2026,1,0,0,76,0.0,1,[],1.076
x,post,2020295024047710381,"Another good week of Clapham campaigning, with residents adamant they don't want 4 more y'rs of @LambethLabour controlling @lambeth_council 

With @Lambeth_Tories running v close behind Labour in Clapham Town in 2022 it's our 3 Conservatives who have the momentum to defeat Labour https://t.co/XvrMjFGkjd",https://x.com/NeilSalt2019/status/2020295024047710381,neutral,Sun Feb 08 00:34:03 +0000 2026,2,1,0,235,0.0,5,[],4.235
x,post,2020890433652445214,"👉 Municipal By-elections: 11 February 2026
(9) Nine candidates from (7) seven political parties will contest by-elections set to take place in KwaZulu Natal and the Western Cape on 11 February 2026.

The nominated candidates are as follows:

🎯 KwaZulu Natal
♦️ Ward 13 in the uMzumbe Municipality – KZN213 will be contested by five political party candidates.

- Bakhanyile Nobuhle Shozi of the Inkatha Freedom Party (IFP)
- S’bongiseni Richard Cele of the African National Congress (ANC)
- Mboniseni Ephraim Mnguni of the National Freedom Party (NFP)
- Siphephelo Hector Shazi of the Umkhonto Wesizwe Party (MKP)
- Njokweni Rubushe of the Truth And Solidarity Movement (Truth)
The ward became vacant because of the councillor’s resignation.

🎯 Western Cape
♦️ Ward 16 in the George Municipality – WC044 will be contested by four political party candidates.

- Remano Chardly Kasper of the ANC
- Eveline Scheepers of the DA
- Naellowine Charmonay Elsebé Esau of the Patriotic Alliance (PA)
- Zarina Mc White of the Truth.

The ward became vacant because of the of councillor’s resignation.

#byelection #registertovote #wozalge2026",https://x.com/IECSouthAfrica/status/2020890433652445214,neutral,Mon Feb 09 16:00:00 +0000 2026,0,0,0,267,0.0,2,[],0.267
x,post,2020112115277697255,"Brentwood Essex getting council elections. Things literally went to HELL as soon as Lib Dem’s took the council. These days masked foreigners walk the street (and ride bikes on pavement!!) and at every turn you see “new arrivals”.

Barry Aspinell is a complicit and vile failure. https://t.co/BBvWGNfXaI",https://x.com/JBarWT/status/2020112115277697255,neutral,Sat Feb 07 12:27:14 +0000 2026,1,0,1,32,0.0,2,[],4.032
x,post,2020814172544504073,#TeamMTCC met with the Election Commission of Maldives to discuss transportation arrangements and the utilization of MTCC premises for the upcoming Local Council Elections. #RayyithungeKunfuni https://t.co/ahloZaueW8,https://x.com/MTCCPlc/status/2020814172544504073,neutral,Mon Feb 09 10:56:58 +0000 2026,4,4,1,360,0.0,12,[],15.36
x,post,2019076744360177948,"Ballot stuffing by the NRM and the destruction of ballot boxes by the losing @NRMOnline ""ruling party"" candidate, and violence against @NUP_Ug's candidate Kangave William at 
Local Government Elections in Sembabule Town Council is what passes as ""election"" in Uganda. 

@UgandaEC @ubctvuganda @EUinUG @Parliament_Ug @UKParliament @EU_Commission @UKinUganda @AsstSecStateAF @StateDept",https://x.com/uk_nup/status/2019076744360177948,neutral,Wed Feb 04 15:53:03 +0000 2026,66,28,1,1128,0.0,106,[],126.128
x,post,2020890822741209580,"Yesterday at the @LGA_Labour Conference, we held a Breakout Session on why every council needs a Cooperative Strategy to help deliver better public services, greater control for local people, and a more inclusive local economy. https://t.co/2tlpONmrY3",https://x.com/CoopInnovation/status/2020890822741209580,neutral,Mon Feb 09 16:01:33 +0000 2026,1,0,2,70,0.0,3,[],7.07
x,post,2020850394985853089,"🌹 Congratulations to Cllr Asma Begum and Kevin Brady, selected as Labour’s council candidates for Bow West.

Both are deeply rooted in the community and have a strong record of standing up for residents. A brilliant team ready to keep fighting for Bow West. https://t.co/BtWMKqpVZY",https://x.com/TH_Labour/status/2020850394985853089,neutral,Mon Feb 09 13:20:54 +0000 2026,10,2,0,314,0.0,15,[],14.314
x,post,2019199111195410516,"Came home this treat today 🗑️

A general election leaflet dressed up as a council one. 

The thing is:

May 7th isn’t a General Election.
It’s LOCAL elections. 

We’re not picking a Prime Minister. 

We are picking people who fight hardest for potholes to be fixed, street lamps to be fixed, set council tax, buses, bins, housing and issues that affect residents everyday.  
#NutJob",https://x.com/Shazna_Muzammil/status/2019199111195410516,neutral,Wed Feb 04 23:59:17 +0000 2026,15,2,6,2079,0.0,43,[],39.079
x,post,2020382320499519589,"Do we really have to stoop this low?

Especially in a local council election, where candidates and voters from both sides are usually neighbors, living side by side, who must work together if any real development and progress is to happen in the community.

Political activists and leaders should be held to a much higher standard than ordinary people. They are supposed to set an example, not drag society down.

This is not what we need.
This is not what our society needs.
And this certainly is not what Islam teaches us.

Dear PNC, please never give your stage and mic to this man again! 

Video from Kulhudhufushi PNC campaign launching event attended by majority of cabinet, dozens of MPs, live broadcasted by at least two TV channels.",https://x.com/Midhuamsaud/status/2020382320499519589,neutral,Sun Feb 08 06:20:56 +0000 2026,41,15,6,6506,0.0,127,[],95.506
x,post,2019353216400638233,"This is WHY London Borough elections on 7th May are a referendum on @SadiqKhan. In 10 years as @MayorofLondon he has completely failed to control the unions. He's also soft on crime. As with @Keir_Starmer and the Mandelson scandal, utterly shameful. @CityAM https://t.co/mVl0jUZbuB",https://x.com/Tony_Devenish/status/2019353216400638233,neutral,Thu Feb 05 10:11:39 +0000 2026,11,6,0,849,0.0,25,[],23.849
x,post,2020895592365613274,"निकाय चुनाव में भाजपा की जीत के लिए मजबूत रणनीति, राष्ट्रीय महामंत्री अरुण सिंह जमीन पर सक्रिय

#Jharkhand #BJP

https://t.co/CiI32LzcNm",https://x.com/JagranNews/status/2020895592365613274,neutral,Mon Feb 09 16:20:30 +0000 2026,0,0,0,83,0.0,0,[],0.083
x,post,2020108764725002406,"Three council seats in Wales are vacant at the moment.

A Labour defence in Fishguard North East, with the election on Tuesday.

A Labour defence in Van ward, Caerphilly, election on 19 February.

Milford Hakin ward, which was won by an independent in 2022, election on 17 March. https://t.co/3zXg7TbwK4",https://x.com/LloydCymru/status/2020108764725002406,neutral,Sat Feb 07 12:13:55 +0000 2026,31,2,4,2268,0.0,59,[],49.268
x,post,2019389526582378704,"It is important to know which elections you are voting in, and to understand the role of local governance.

Local Government Elections (LGE) shape the communities we live in every day.

📢They decide:
🔹Who represents you in your ward and becomes the voice of your community
🔹Who leads your municipality, including the mayor and council
🔹How public money is spent, and which community priorities come first
🔹How services are delivered, from water and electricity to roads, housing, and waste removal
🔹How accountable local leaders are to the people they serve

Simply put, Local Government Elections determine how your community is run and how your future is shaped. 

When you vote, you’re not just choosing leaders, you’re choosing the kind of community you want to live in.

#RegisterToVote #WozaLGE #MzansiVotes",https://x.com/IECSouthAfrica/status/2019389526582378704,neutral,Thu Feb 05 12:35:56 +0000 2026,22,10,2,1262,0.0,46,[],49.262
x,post,2020084781283774684,"Brilliant news - another one gone.  The Labour leader of Welwyn Hatfield borough council quits over his support for postponing local elections.  Democracy is not about politicians gaming the system.
#LocalElections2026  https://t.co/9KLZRT27G4",https://x.com/exRAF_Al/status/2020084781283774684,neutral,Sat Feb 07 10:38:37 +0000 2026,518,174,2,2986,0.0,723,[],874.986
x,post,2019788530474471522,"If you haven’t already please register to vote for the local government elections that are happening this year. They determine who serves at your local government, these are the people who are directly responsible for you everyday service delivery. Registering takes less than five minutes!
https://t.co/6knGnF3IPB",https://x.com/tiredfeminist_/status/2019788530474471522,neutral,Fri Feb 06 15:01:26 +0000 2026,1093,854,27,58667,0.0,2560,[],2940.667
x,post,2018997475835576368,"Birmingham City Council leader John Cotton voices concern at the news that convicted terrorist Shahid Butt intends to stand for election in Birmingham.

Butt insists his conviction for plotting to blow up a British Embassy in 1999 was 'fabricated.' 

💻: https://t.co/Hw7OYStdRz https://t.co/rePrB10Jl3",https://x.com/LewisJWarner/status/2018997475835576368,neutral,Wed Feb 04 10:38:04 +0000 2026,2,2,1,1490,0.0,19,[],10.49
x,post,2020890679057018913,"The next meeting of Mid &amp; East Antrim Borough Council will be at the Braid in Ballymena this evening (Monday 9 February) at 6.30pm, will be a special sitting to strike the District Rate for the 2026-27 financial year.

You can also watch online here: https://t.co/I6EAFPc6Hr https://t.co/epZ7TKfAfu",https://x.com/mea_bc/status/2020890679057018913,neutral,Mon Feb 09 16:00:58 +0000 2026,0,0,0,38,0.0,0,[],0.038
x,post,2017868739795161563,"MDP Local Council election orientation program in Hulhudhoo and Meedhoo, Addu today. 

#VoteThilafathah
#HeyvallaThayyaru https://t.co/u6gs22nR2S",https://x.com/anuahsa/status/2017868739795161563,neutral,Sun Feb 01 07:52:52 +0000 2026,44,29,3,2811,0.0,104,[],113.811
