platform,content,sentiment_score,engagement,url,date
facebook,"Zainuddin Al M Faisal memang Islam tak buat macam tu tapi pemimpin pemimpin PAS yang maki hamun mencarut caci cerca, hingga sahabat sahabat Rasulullah di cemuh di cerca dalam ceramah politik PAS.",0.0005109965801238792,0,nan,2026-06-28 00:29:45+00:00
facebook,"Parti Ajaran Syaitan tiada haluan politik.. mula mula islam perintah, lepas tu tak sokong bersatu, lepas tu undi BN, padahal Presiden UMNO dah kata Parti Ajaran Syaitan ni ada DNA SYAITAN PENGKHIANAT ",0.0005117475986480824,1,nan,2026-06-28 04:20:57+00:00
facebook,Idan Baharin gaji eloun wakil raakyat pas pun kerajaan yang bayar gitu jugak gaji ahli2 pas kerja dgn kerajaan pun Yang bayar.,0.0005139291286468395,0,nan,2026-06-28 01:19:29+00:00
facebook,kedua nya boleh x kisah janji matlamat nya No PH dan umdap,0.0005681276321410911,0,nan,2026-06-28 03:00:54+00:00
facebook,Sudah tentu. gelombang hijau bermula utara kini sudah masuk selatan. takda apa yg mustahil.,0.0006541728973388783,4,nan,2026-06-25 10:50:32+00:00
facebook,Mana-mana pun boleh. Tetapi seelok-eloknya PN +  BN peluang lebih cerah untuk menang dan tidak pecah undi,0.0006609320640563743,7,nan,2026-06-27 07:39:01+00:00
facebook,"Ph terbaik
Pas parti ajaran sesat",0.0007297396659851074,3,nan,2026-06-28 06:02:02+00:00
facebook,Pn telah diluar radar BN tidak akan bersama buat selamanya,0.003727787733078025,6,nan,2026-06-27 14:55:18+00:00
facebook,Laman ZK tak mahu PAS MENANG...33 BULAN DAH CUKUP BUAT PENGAJARAN...PAS PENTADBIR NEGARA...BOSS2NYA PEGANG JAWATAN2 PENTING 🤔..YG DIATAS SEKALI TU ASYIK PONTENG MESYUARAT DAN JADI DUTA KONTROL DARI BI,0.012330490350723255,0,nan,2026-06-28 00:01:48+00:00
facebook,PAS apa pun tak boleh !! 😆,0.013738006353378296,0,nan,2026-06-28 15:26:15+00:00
facebook,Wak Amir Wak Siran mati2 nak MN...🤣🤣...umno pun x hingin dengan PASyaitan tpi puak walauntai ja yg syiok sendiri..kesiannya puak kaki fitnah ni🤣🤣,0.014958862960338604,2,nan,2026-06-27 10:25:12+00:00
facebook,"Bodoh tk gilo org n9 klu sokong pH.ghajo nk tabal dia sokat pakai polis,tok undang dio sidai tepi longkang.buek gilo.abes namo jalan temiang dia bubuh namo komunis,kuil haram bosepah sojak anuar masuk",0.015531425178051006,0,nan,2026-06-29 05:59:59+00:00
facebook,Pas bini pun depa gadai,0.025965499877929676,0,nan,2026-06-28 02:31:07+00:00
facebook,"Zainuddin Al M Faisal haram makan sembelihan org umno. Solat imam org umno tak sah, siap kene solat fardu yg Sama 2 Kali. Haram pakai songkok tak sah solat kene pakai kopiah Sbb mengikut lebai. Semua ",0.027052053809165977,0,nan,2026-06-28 16:47:11+00:00
facebook,"Chaubelo Panglima dia dh mnta maaf..dn dh dtegur kan? Haa. So nak apa lagi?.yag cina2 kafir harbi hina islam,hina Allah hina nabi tu,ko g serang tak?",0.027737501263618458,2,nan,2026-06-28 01:11:53+00:00
facebook,Yang post ni PAS kawasan Rombau.. den mengundi kek rombau. Kita tengok sapo yg bawak bg tolo nanti yo..,0.030528169870376598,0,nan,2026-06-28 12:37:30+00:00
facebook,Ashikin Nur funny how you still backup a party full of fitnah hijacking the name of religion . Supporting liars wouldn’t get you to heaven dear.,0.03196415305137634,0,nan,2026-06-30 12:20:32+00:00
facebook,Nampak takut tue !!! 🤪,0.03546435087919236,0,nan,2026-06-27 07:33:39+00:00
facebook,"Sapa undi PHBN masuk neraka..
Zahid ada 47 kes..dah suci kat air laut marang",0.036100879311561584,0,nan,2026-06-28 08:15:26+00:00
facebook,Yang paling utama bukan parti yg menghina sahabat Nabi dan kaki FITNAH..,0.03981878757476809,0,nan,2026-06-28 23:30:08+00:00
facebook,"Pmx la oghang susah,ibu tunggal,oghang kg,yg potong gotah,oghang felda pungut klapa sawet semua dapat sara rm 100,STR lagi ,nak bagi mak ayah bulan2 rm 100 pun susah,klu tak sokong pH memang bodoh ban",0.03984957933425903,3,nan,2026-06-28 08:42:06+00:00
facebook,PAS Kawasan Rembau pas tak laku kat N9 takyah lah nak menyebok...,0.041158220171928384,1,nan,2026-06-28 07:37:12+00:00
